code,description,hcc_v24,hcc_v28,is_specific,parent,children
S72.145E,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.145F,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.145G,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.145H,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
S72.145J,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,true,,,
S72.145K,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion",,,true,,,
S72.145M,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",,,true,,,
S72.145N,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,,true,,,
S72.145P,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion",,,true,,,
S72.145Q,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion",,,true,,,
S72.145R,"Nondisplaced intertrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",,,true,,,
S72.145S,"Nondisplaced intertrochanteric fracture of left femur, sequela",,,true,,,
S72.146A,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for closed fracture",170,402,true,,,
S72.146B,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",170,402,true,,,
S72.146C,"Nondisplaced intertrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",170,402,true,,,
S72.146D,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing",,,true,,,
S72.146E,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.146F,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.146G,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.146H,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
S72.146J,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,true,,,
S72.146K,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",,,true,,,
S72.146M,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",,,true,,,
S72.146N,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,,true,,,
S72.146P,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion",,,true,,,
S72.146Q,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",,,true,,,
S72.146R,"Nondisplaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",,,true,,,
S72.146S,"Nondisplaced intertrochanteric fracture of unspecified femur, sequela",,,true,,,
S72.21XA,"Displaced subtrochanteric fracture of right femur, initial encounter for closed fracture",170,402,true,,,
S72.21XB,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",170,402,true,,,
S72.21XC,"Displaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",170,402,true,,,
S72.21XD,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing",,,true,,,
S72.21XE,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.21XF,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.21XG,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.21XH,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
S72.21XJ,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,true,,,
S72.21XK,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with nonunion",,,true,,,
S72.21XM,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",,,true,,,
S72.21XN,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,,true,,,
S72.21XP,"Displaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with malunion",,,true,,,
S72.21XQ,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with malunion",,,true,,,
S72.21XR,"Displaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",,,true,,,
S72.21XS,"Displaced subtrochanteric fracture of right femur, sequela",,,true,,,
S72.22XA,"Displaced subtrochanteric fracture of left femur, initial encounter for closed fracture",170,402,true,,,
S72.22XB,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type I or II",170,402,true,,,
S72.22XC,"Displaced subtrochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",170,402,true,,,
S72.22XD,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with routine healing",,,true,,,
S72.22XE,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.22XF,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.22XG,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.22XH,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
S72.22XJ,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,true,,,
S72.22XK,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion",,,true,,,
S72.22XM,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion",,,true,,,
S72.22XN,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,,true,,,
S72.22XP,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion",,,true,,,
S72.22XQ,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion",,,true,,,
S72.22XR,"Displaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",,,true,,,
S72.22XS,"Displaced subtrochanteric fracture of left femur, sequela",,,true,,,
S72.23XA,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture",170,402,true,,,
S72.23XB,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II",170,402,true,,,
S72.23XC,"Displaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",170,402,true,,,
S72.23XD,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing",,,true,,,
S72.23XE,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.23XF,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.23XG,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.23XH,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
S72.23XJ,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",,,true,,,
S72.23XK,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion",,,true,,,
S72.23XM,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",,,true,,,
S72.23XN,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",,,true,,,
S72.23XP,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion",,,true,,,
S72.23XQ,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",,,true,,,
S72.23XR,"Displaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",,,true,,,
S72.23XS,"Displaced subtrochanteric fracture of unspecified femur, sequela",,,true,,,
S72.24XA,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for closed fracture",170,402,true,,,
S72.24XB,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type I or II",170,402,true,,,
S72.24XC,"Nondisplaced subtrochanteric fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",170,402,true,,,
S72.24XD,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing",,,true,,,
S72.24XE,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",,,true,,,
S72.24XF,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",,,true,,,
S72.24XG,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with delayed healing",,,true,,,
S72.24XH,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for open fracture type I or II with delayed healing",,,true,,,
